adresse_typevoie,nb_entites,surface_totale_reelle,competence,presence_cloture,type_ev,poly_area,categorie,annee_ouverture,surface_horticole,perimeter,ouvert_ferme,densite_espaces,ratio_horticole,latitude,longitude,arrondissement,zone_paris,age_espace,taille_categorie,latitude_fixed,longitude_fixed
RUE,1.0,136.0,CA,0,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3711611550776976,48.832645759353575,13.0,Sud,6,Petit,48.832645759353575,2.3711611550776976
PLACE,2.0,8.0,CA,0,Décorations sur la voie publique,7.0,Jardiniere,2019,8.0,19.21232458,2,0.25,1.0,2.352100493532919,48.84453038917636,5.0,Est,6,Petit,48.84453038917636,2.352100493532919
RUE,2.0,83.0,CA,2,Décorations sur la voie publique,,Jardiniere,2025,83.0,181.36106644,2,0.024096385542168676,1.0,2.3907082180888195,48.85464797590166,11.0,Est,0,Petit,48.85464797590166,2.3907082180888195
QUAI,1.0,4769.0,CP,0,Promenades ouvertes,4378.0,Parc,2017,3334.0,2711.2685204,1,0.00020968756552736424,0.6990983434682323,2.3530025625519264,48.854530255258496,4.0,Centre,8,Moyen,48.854530255258496,2.3530025625519264
RUE DE,1.0,136.0,CA,0,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.377775866784651,48.88386297371817,19.0,Nord,6,Petit,48.88386297371817,2.377775866784651
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.347344357600186,48.879996603604745,9.0,Est,6,Petit,48.879996603604745,2.347344357600186
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3495243573471485,48.880479829863155,9.0,Est,6,Petit,48.880479829863155,2.3495243573471485
AVENUE DES,1.0,4786.0,CP,0,Promenades ouvertes,,Jardin,1928,2612.6311832387114,181.36106644,1,0.0002089427496865859,0.5458903433428147,2.3125152932877753,48.867663232286105,8.0,Est,97,Moyen,48.867663232286105,2.3125152932877753
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3227821683868077,48.893686939885896,17.0,Nord,6,Petit,48.893686939885896,2.3227821683868077
RUE DES,1.0,550.0,CA,1,Jardinets décoratifs,623.0,Square,1872,550.0,122.89136318,0,0.0018181818181818182,1.0,2.3452284588050074,48.84933757903446,5.0,Est,153,Petit,48.84933757903446,2.3452284588050074
RUE,1.0,8350.0,CA,1,Promenades ouvertes,7785.0,Jardin,2014,3660.0,655.66531706,0,0.00011976047904191617,0.43832335329341315,2.3632398882225965,48.8887881698926,18.0,Nord,11,Moyen,48.8887881698926,2.3632398882225965
AVENUE DES,1.0,20390.0,CP,2,Promenades ouvertes,,Jardin,1928,11130.704100759993,181.36106644,1,4.9043648847474255e-05,0.5458903433428147,2.3183518052641783,48.86719823255294,8.0,Est,97,Grand,48.86719823255294,2.3183518052641783
RUE,6.0,213.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,213.0,181.36106644,2,0.028169014084507043,1.0,2.3406795498624025,48.88352394805839,18.0,Nord,1,Petit,48.88352394805839,2.3406795498624025
BOULEVARD DE LA,2.0,43.0,CP,0,Murs végétalisés,5.0,Murs vegetalises,2008,45.52628324056896,22.90016473,2,0.046511627906976744,1.0,2.3675758582764432,48.84662923504353,12.0,Sud,17,Petit,48.84662923504353,2.3675758582764432
BOULEVARD,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.4064219112780085,48.877317660670734,19.0,Nord,6,Petit,48.877317660670734,2.4064219112780085
RUE,2.0,247.0,CA,0,Décorations sur la voie publique,194.0,Jardiniere,2013,247.0,87.63468154,2,0.008097165991902834,1.0,2.325491648201452,48.89828347232994,17.0,Nord,12,Petit,48.89828347232994,2.325491648201452
PLACE DU,1.0,167.0,CA,0,Décorations sur la voie publique,180.0,Jardiniere,2009,167.0,53.20876702,2,0.005988023952095809,1.0,2.318360283009334,48.88648502415644,17.0,Nord,16,Petit,48.88648502415644,2.318360283009334
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.4032379069403937,48.86799650983301,20.0,Nord,6,Petit,48.86799650983301,2.4032379069403937
RUE,1.0,43.0,CP,0,Murs végétalisés,5.0,Murs vegetalises,2006,45.52628324056896,49.36484592,2,0.023255813953488372,1.0,2.270217912373506,48.83750565728489,15.0,Ouest,19,Petit,48.83750565728489,2.270217912373506
RUE DES,12.0,1078.0,CA,0,Décorations sur la voie publique,1117.0,Jardiniere,2019,1078.0,573.53275404,2,0.011131725417439703,1.0,2.30758724447791,48.88862173037132,17.0,Nord,6,Moyen,48.88862173037132,2.30758724447791
,1.0,1500.0,0,0,Périphérique,674.0,Talus,2015,1473.1645702866226,148.30443458,2,0.0006666666666666666,0.9821097135244151,2.3248951455742146,48.82039466390162,14.0,Ouest,10,Moyen,48.82039466390162,2.3248951455742146
PLACE,1.0,92.0,CA,0,Décorations sur la voie publique,70.0,Decoration,2019,92.0,79.99471817,2,0.010869565217391304,1.0,2.3476228587881023,48.85484968833928,4.0,Centre,6,Petit,48.85484968833928,2.3476228587881023
BOULEVARD,2.0,30.0,CA,0,Décorations sur la voie publique,62.0,Jardiniere,2019,30.0,78.49505792,2,0.06666666666666667,1.0,2.365399597559674,48.847225141964024,4.0,Centre,6,Petit,48.847225141964024,2.365399597559674
BOULEVARD,4.0,195.0,0,0,Murs végétalisés,,Murs vegetalises,2016,195.0,181.36106644,2,0.020512820512820513,1.0,2.361753088217656,48.85132626678247,4.0,Centre,9,Petit,48.85132626678247,2.361753088217656
RUE,1.0,43170.0,CP,0,Promenades ouvertes,,Jardin,1978,15391.0,181.36106644,1,2.316423442205235e-05,0.3565207319898077,2.3444846148682603,48.86258056047831,1.0,Centre,47,Grand,48.86258056047831,2.3444846148682603
QUAI DE LA,1.0,1050.0,CA,1,"Ephémères, partagés, pédagogiques",1054.0,Jardin partage,2015,1050.0,182.94557632,0,0.0009523809523809524,1.0,2.38453676642261,48.890248650597904,19.0,Nord,10,Moyen,48.890248650597904,2.38453676642261
RUE DE,1.0,43.0,CP,0,Murs végétalisés,6.0,Murs vegetalises,2012,45.52628324056896,12.98784683,2,0.023255813953488372,1.0,2.377428446315633,48.85311342450208,11.0,Est,13,Petit,48.85311342450208,2.377428446315633
RUE DE LA,2.0,35.0,CA,0,Décorations sur la voie publique,36.0,Jardiniere,2020,35.0,181.36106644,2,0.05714285714285714,1.0,2.376444402800111,48.87123868168254,11.0,Est,5,Petit,48.87123868168254,2.376444402800111
ESPLANADE,2.0,155.0,CA,0,Décorations sur la voie publique,291.0,Jardiniere,2006,155.0,123.68338672,2,0.012903225806451613,1.0,2.3512030448741736,48.8367646097475,13.0,Sud,19,Petit,48.8367646097475,2.3512030448741736
BOULEVARD DE,1.0,1377.0,CA,1,Promenades ouvertes,1140.0,Square,1881,727.0,153.47569139,0,0.0007262164124909223,0.5279593318809005,2.3018550143957324,48.848455577461294,15.0,Ouest,144,Moyen,48.848455577461294,2.3018550143957324
RUE D',8.0,485.0,CA,0,Décorations sur la voie publique,412.0,Plate-bande,2003,485.0,289.06006008,2,0.016494845360824743,1.0,2.3184325074002787,48.83029615486253,14.0,Ouest,22,Petit,48.83029615486253,2.3184325074002787
RUE DE LA,2.0,43.0,CP,0,Murs végétalisés,21.0,Murs vegetalises,2004,45.52628324056896,36.45646569,2,0.046511627906976744,1.0,2.3973623353354023,48.88803105756515,19.0,Nord,21,Petit,48.88803105756515,2.3973623353354023
RUE,1.0,40.0,CA,0,Décorations sur la voie publique,56.0,Jardiniere,2019,40.0,36.48486183,2,0.025,1.0,2.3469024545366977,48.836179861163984,13.0,Sud,6,Petit,48.836179861163984,2.3469024545366977
AVENUE DU,1.0,21000.0,CP,1,Cimetières,21737.0,Cimetière,1850,260.0,592.89092907,0,4.761904761904762e-05,1.0,2.362559805562374,48.90249163245892,13.0,Inconnue,175,Grand,48.90249163245892,2.362559805562374
PLACE DE,1.0,754.0,CA,0,Décorations sur la voie publique,804.0,Decoration,2019,754.0,104.27409579,2,0.001326259946949602,1.0,2.30471607321069,48.887382188330335,17.0,Nord,6,Petit,48.887382188330335,2.30471607321069
AVENUE DE LA,1.0,100.0,CA,0,Décorations sur la voie publique,127.0,Decoration,2019,100.0,55.88055437,2,0.01,1.0,2.360325038490443,48.81630636895034,13.0,Sud,6,Petit,48.81630636895034,2.360325038490443
BOULEVARD,1.0,3559.0,CA,1,Promenades ouvertes,3470.0,Square,1932,2075.0,272.11192295,1,0.0002809778027535825,0.5830289407136836,2.27268376555223,48.86912734208814,16.0,Ouest,93,Moyen,48.86912734208814,2.27268376555223
,1.0,1500.0,0,0,Périphérique,1407.0,Talus,2015,1473.1645702866226,255.89326204,2,0.0006666666666666666,0.9821097135244151,2.3340989617722894,48.90098320433781,18.0,Nord,10,Moyen,48.90098320433781,2.3340989617722894
RUE DE,16.0,148.0,CA,0,Décorations sur la voie publique,148.0,Decoration,2019,148.0,250.62883854,2,0.10810810810810811,1.0,2.3441803785949404,48.821752914972386,13.0,Sud,6,Petit,48.821752914972386,2.3441803785949404
BOULEVARD,1.0,1885.0,CA,1,Promenades ouvertes,1914.0,Square,1985,1627.0,182.47030419,1,0.0005305039787798408,0.863129973474801,2.411475934778973,48.85166101539003,20.0,Nord,40,Moyen,48.85166101539003,2.411475934778973
AVENUE DE LA,1.0,9160.0,CA,0,Promenades ouvertes,7530.0,Mail,2000,7495.0,779.33112705,1,0.0001091703056768559,0.8182314410480349,2.373818869888299,48.89994358527787,19.0,Nord,25,Moyen,48.89994358527787,2.373818869888299
BOULEVARD,1.0,10100.0,CA,1,Promenades ouvertes,10075.0,Square,2000,9210.0,599.79337499,0,9.900990099009902e-05,0.9118811881188119,2.37529094489378,48.899293325058935,19.0,Nord,25,Grand,48.899293325058935,2.37529094489378
,1.0,1500.0,0,0,Périphérique,1549.0,Talus,2015,1473.1645702866226,422.59510729,2,0.0006666666666666666,0.9821097135244151,2.295367561767649,48.826963041227344,15.0,Ouest,10,Moyen,48.826963041227344,2.295367561767649
,1.0,1500.0,0,0,Périphérique,5048.0,Talus,2015,1473.1645702866226,909.92113974,2,0.0006666666666666666,0.9821097135244151,2.272074933122234,48.83479822186056,15.0,Ouest,10,Moyen,48.83479822186056,2.272074933122234
,1.0,1500.0,0,0,Périphérique,649.0,Talus,2015,1473.1645702866226,164.71309045,2,0.0006666666666666666,0.9821097135244151,2.2699778587717905,48.83560341390363,15.0,Ouest,10,Moyen,48.83560341390363,2.2699778587717905
RUE DES,1.0,2630.0,CA,1,Promenades ouvertes,2698.0,Square,1933,1668.0,235.98635389,0,0.00038022813688212925,0.6342205323193917,2.4007961315042707,48.85983977963803,20.0,Nord,92,Moyen,48.85983977963803,2.4007961315042707
PLACE D',1.0,4610.0,CA,1,Promenades ouvertes,3842.0,Square,1877,1638.0,352.39780225,0,0.00021691973969631235,0.35531453362255966,2.3443762611147774,48.88217494781604,9.0,Est,148,Moyen,48.88217494781604,2.3443762611147774
RUE DU,1.0,1304.0,CA,1,Promenades ouvertes,1359.0,Square,1961,742.0,254.89769599,0,0.0007668711656441718,0.5690184049079755,2.3593635879191583,48.85397739333444,4.0,Centre,64,Moyen,48.85397739333444,2.3593635879191583
RUE,1.0,3029.0,CA,1,Promenades ouvertes,2992.0,Square,1959,1243.0,240.27573382,0,0.0003301419610432486,0.410366457576758,2.4098094999982083,48.84113164604244,12.0,Sud,66,Moyen,48.84113164604244,2.4098094999982083
RUE DE,1.0,4750.0,CA,1,Promenades ouvertes,5080.0,Jardin,1996,3167.0,349.20521549,0,0.0002105263157894737,0.6667368421052632,2.322842120700878,48.82793193542799,14.0,Ouest,29,Moyen,48.82793193542799,2.322842120700878
RUE,1.0,789.0,CA,1,Promenades ouvertes,423.0,Jardin,2007,80.0,98.27508362,0,0.0012674271229404308,0.10139416983523447,2.3427472199573405,48.87509941790825,9.0,Est,18,Petit,48.87509941790825,2.3427472199573405
PLACE,1.0,890.0,CA,1,Promenades ouvertes,910.0,Jardin,2005,646.0,129.20681813,0,0.0011235955056179776,0.7258426966292135,2.359892493989504,48.83615372496458,13.0,Sud,20,Petit,48.83615372496458,2.359892493989504
RUE DU,1.0,14300.0,CA,1,Promenades ouvertes,12516.0,Jardin,1992,3678.0,707.75287553,0,6.993006993006993e-05,0.2572027972027972,2.357299322891831,48.821070056379874,13.0,Sud,33,Grand,48.821070056379874,2.357299322891831
,1.0,1500.0,0,0,Périphérique,1459.0,Talus,2015,1473.1645702866226,172.65217976,2,0.0006666666666666666,0.9821097135244151,2.3848940391777553,48.82463229844558,13.0,Sud,10,Moyen,48.82463229844558,2.3848940391777553
PLACE,1.0,85.0,CA,0,Décorations sur la voie publique,172.0,Jardiniere,2019,85.0,52.67775797,2,0.011764705882352941,1.0,2.351591550111542,48.87771427931479,10.0,Est,6,Petit,48.87771427931479,2.351591550111542
RUE,5.0,136.0,CA,0,Décorations sur la voie publique,124.0,Jardiniere,2022,135.1238033303368,181.36106644,2,0.03676470588235294,0.9935573774289471,2.340662507154247,48.877357734730744,9.0,Est,3,Petit,48.877357734730744,2.340662507154247
PLACE D',1.0,543.0,CA,1,Jardinets décoratifs,365.0,Jardinet,1974,543.0,90.45646533,0,0.001841620626151013,1.0,2.3555359174355264,48.83210001468154,13.0,Sud,51,Petit,48.83210001468154,2.3555359174355264
RUE,6.0,100.0,CA,0,Décorations sur la voie publique,106.0,Jardiniere,2019,100.0,116.58738132,2,0.06,1.0,2.3279463015544866,48.85218987718813,7.0,Est,6,Petit,48.85218987718813,2.3279463015544866
RUE DE,1.0,2830.0,CA,1,Promenades ouvertes,2836.0,Jardin,2014,1811.0,590.27218444,0,0.00035335689045936394,0.6399293286219081,2.2951096773132313,48.83142889342444,15.0,Ouest,11,Moyen,48.83142889342444,2.2951096773132313
BOULEVARD,1.0,4018.0,CA,1,Promenades ouvertes,1818.0,Jardin d'immeubles,1959,1348.0,430.20148239,1,0.00024888003982080636,0.335490293678447,2.413105305682619,48.84585406959188,12.0,Sud,66,Moyen,48.84585406959188,2.413105305682619
SQUARE DE,1.0,16.0,CA,0,Décorations sur la voie publique,22.0,Jardiniere,2019,16.0,22.89264775,2,0.0625,1.0,2.3047905206533392,48.8578637371286,7.0,Est,6,Petit,48.8578637371286,2.3047905206533392
RUE,2.0,74.0,CA,0,Décorations sur la voie publique,72.0,Jardiniere,2019,74.0,75.35860114,2,0.02702702702702703,1.0,2.3600392987219974,48.89424034947097,18.0,Nord,6,Petit,48.89424034947097,2.3600392987219974
QUAI DE,2.0,43.0,CP,0,Murs végétalisés,1.0,Murs vegetalises,2004,45.52628324056896,6.04132987,2,0.046511627906976744,1.0,2.3666603126482877,48.86939643743264,10.0,Est,21,Petit,48.86939643743264,2.3666603126482877
PLACE,1.0,300.0,CA,1,Jardinets décoratifs,430.0,Jardinet,1974,300.0,133.87655383,0,0.0033333333333333335,1.0,2.3224308582450486,48.85859593119711,7.0,Est,51,Petit,48.85859593119711,2.3224308582450486
PLACE DE LA,1.0,3420.0,CA,0,Promenades ouvertes,3154.0,Jardin,1936,720.0,203.11948934,1,0.00029239766081871346,0.21052631578947367,2.2569786554879454,48.837937820893366,16.0,Ouest,89,Moyen,48.837937820893366,2.2569786554879454
PLACE DES,1.0,928.0,CA,0,Jardinets décoratifs,939.0,Jardinet,1995,928.0,245.79572625,2,0.0010775862068965517,1.0,2.387448148383356,48.83235602492795,12.0,Sud,30,Petit,48.83235602492795,2.387448148383356
RUE DU,1.0,9898.0,CA,1,Promenades ouvertes,8769.0,Square,1985,3682.0,587.63496711,0,0.00010103051121438674,0.371994342291372,2.313165074992486,48.83788631424131,15.0,Ouest,40,Moyen,48.83788631424131,2.313165074992486
PLACE DE,1.0,43.0,CP,0,Murs végétalisés,6.0,Murs vegetalises,2006,45.52628324056896,83.44514681,2,0.023255813953488372,1.0,2.28575030048679,48.85123994106006,15.0,Ouest,19,Petit,48.85123994106006,2.28575030048679
,1.0,1500.0,0,0,Périphérique,783.0,Talus,2015,1473.1645702866226,353.45258514,2,0.0006666666666666666,0.9821097135244151,2.4146939330540156,48.86399278356774,20.0,Nord,10,Moyen,48.86399278356774,2.4146939330540156
,1.0,1500.0,0,0,Périphérique,813.0,Talus,2015,1473.1645702866226,284.68170277,2,0.0006666666666666666,0.9821097135244151,2.302497592494701,48.89307560772307,17.0,Nord,10,Moyen,48.89307560772307,2.302497592494701
RUE,1.0,70.0,CA,0,Décorations sur la voie publique,50.0,Jardiniere,2012,70.0,28.48275748,2,0.014285714285714285,1.0,2.3692260475935147,48.84595221525915,12.0,Sud,13,Petit,48.84595221525915,2.3692260475935147
BOULEVARD,1.0,5475.0,CA,1,Promenades ouvertes,8180.0,Square,1976,1103.0,532.92470238,0,0.00018264840182648402,0.20146118721461187,2.3615461272226637,48.83187685796387,13.0,Sud,49,Moyen,48.83187685796387,2.3615461272226637
AVENUE,1.0,34180.0,CA,0,Promenades ouvertes,20218.0,Jardin,1957,25921.0,1500.51842335,1,2.9256875365710943e-05,0.7583674663545933,2.296929715068874,48.82794847048558,15.0,Ouest,68,Grand,48.82794847048558,2.296929715068874
RUE,1.0,1000.0,CA,1,Promenades ouvertes,1017.0,Square,1984,341.0,138.87605616,0,0.001,0.341,2.3643356337608195,48.87717327056878,10.0,Est,41,Moyen,48.87717327056878,2.3643356337608195
RUE,2.0,240.0,CA,0,Décorations sur la voie publique,357.0,Jardinet,2006,240.0,129.5785078,2,0.008333333333333333,1.0,2.3861739492889447,48.824103157833115,13.0,Sud,19,Petit,48.824103157833115,2.3861739492889447
,1.0,1500.0,0,0,Périphérique,702.0,Talus,2015,1473.1645702866226,193.64975725,2,0.0006666666666666666,0.9821097135244151,2.272297269301267,48.87080486556817,16.0,Ouest,10,Moyen,48.87080486556817,2.272297269301267
RUE,1.0,14500.0,CA,1,Promenades ouvertes,13580.0,Square,1972,7872.0,505.53677658,0,6.896551724137931e-05,0.542896551724138,2.290708345347543,48.83674424558302,15.0,Ouest,53,Grand,48.83674424558302,2.290708345347543
RUE D',1.0,5.0,CA,0,Décorations sur la voie publique,7.0,Jardiniere,2019,5.0,11.38493134,2,0.2,1.0,2.3429506155812097,48.81979656622669,14.0,Ouest,6,Petit,48.81979656622669,2.3429506155812097
RUE,1.0,15900.0,CP,1,Cimetières,15916.0,Cimetière,1798,260.0,591.02751086,0,6.289308176100629e-05,1.0,2.2846419428489573,48.83836035493192,15.0,Ouest,227,Grand,48.83836035493192,2.2846419428489573
RUE,2.0,54.0,CA,0,Décorations sur la voie publique,59.0,Jardiniere,2019,54.0,52.050019,2,0.037037037037037035,1.0,2.340662996146631,48.88898136220674,18.0,Nord,6,Petit,48.88898136220674,2.340662996146631
RUE,2.0,323.0,CA,0,Décorations sur la voie publique,172.0,Jardiniere,2019,323.0,168.53660646,2,0.006191950464396285,1.0,2.3863630800492914,48.842467488056535,12.0,Sud,6,Petit,48.842467488056535,2.3863630800492914
RUE,1.0,166.0,0,1,"Ephémères, partagés, pédagogiques",286.0,Jardin partage,2007,166.0,76.71906246,0,0.006024096385542169,1.0,2.319488909902921,48.83355130067697,14.0,Ouest,18,Petit,48.83355130067697,2.319488909902921
RUE,1.0,480.0,CA,1,Etablissements sportifs,1593.0,Espace Vert,2015,480.0,189.5786111,0,0.0020833333333333333,1.0,2.3628601585507187,48.89401792689854,18.0,Nord,10,Petit,48.89401792689854,2.3628601585507187
RUE,8.0,44.0,CA,0,Décorations sur la voie publique,59.0,Jardiniere,2019,44.0,87.24144621,2,0.18181818181818182,1.0,2.3816972102761014,48.88326817734762,19.0,Nord,6,Petit,48.88326817734762,2.3816972102761014
RUE,5.0,216.0,CA,0,Décorations sur la voie publique,183.0,Plate-bande,2019,216.0,247.14727814,2,0.023148148148148147,1.0,2.394582824226138,48.87853289045334,19.0,Nord,6,Petit,48.87853289045334,2.394582824226138
RUE DE LA,1.0,280.0,CA,0,Décorations sur la voie publique,321.0,Jardiniere,2016,280.0,97.34244717,2,0.0035714285714285713,1.0,2.2609697607576678,48.83595269916455,16.0,Ouest,9,Petit,48.83595269916455,2.2609697607576678
RUE DES,1.0,36000.0,CP,1,Promenades ouvertes,30087.0,Parc,1967,24144.0,1047.33963231,0,2.777777777777778e-05,0.6706666666666666,2.384695599430617,48.87122750172725,20.0,Nord,58,Grand,48.87122750172725,2.384695599430617
,1.0,1500.0,0,0,Périphérique,3941.0,Talus,2015,1473.1645702866226,1010.12249351,2,0.0006666666666666666,0.9821097135244151,2.4052075169812177,48.880855607946025,19.0,Nord,10,Moyen,48.880855607946025,2.4052075169812177
,1.0,1500.0,0,0,Périphérique,113.0,Talus,2015,1473.1645702866226,63.98862273,2,0.0006666666666666666,0.9821097135244151,2.3595672651037036,48.89995769500523,18.0,Nord,10,Moyen,48.89995769500523,2.3595672651037036
,1.0,1500.0,0,0,Périphérique,1232.0,Talus,2015,1473.1645702866226,191.11097956,2,0.0006666666666666666,0.9821097135244151,2.3568816441399267,48.81603612831255,13.0,Sud,10,Moyen,48.81603612831255,2.3568816441399267
,1.0,1500.0,0,0,Périphérique,543.0,Talus,2015,1473.1645702866226,116.1357312,2,0.0006666666666666666,0.9821097135244151,2.356018240924977,48.81599815372603,13.0,Sud,10,Moyen,48.81599815372603,2.356018240924977
